2637	596
123	1325
1215	2406
831	182
716	1384
2644	1441
123	662
631	2750
474	2677
2540	654
162	1526
1313	2815
1188	1402
806	2673
1575	295
2768	1054
2752	528
2630	182
2587	2648
2371	2778
713	267
739	2765
2834	490
1428	166
2091	892
458	1105
1522	2682
1308	156
856	2701
2596	321
2785	1384
2533	1105
64	2656
2738	2623
2762	182
2821	400
2779	2101
2756	1260
2091	2806
2345	1940
2434	2699
2086	995
2085	1973
772	2789
991	2765
485	2699
1040	2758
440	156
47	1500
2644	2662
609	2648
2738	1292
2708	2353
910	2639
2753	2077
949	2800
1108	1554
2797	2353
2628	2781
111	1545
979	2615
9	2782
47	2196
465	2747
655	1105
2167	2653
2058	654
2697	2794
712	528
2710	2072
2638	1481
1195	998
2606	2773
609	1425
1489	2675
1573	1429
600	2656
2768	2811
1504	2694
2764	2607
2194	2632
2756	2802
2227	2663
9	2784
949	549
917	2728
458	2778
2167	725
1040	2663
911	1090
2710	2675
1336	357
2156	2803
2311	2766
1079	699
2709	2607
630	1763
2724	967
2835	156
1859	2759
1048	2737
1003	2777
1163	2657
716	2406
2746	447
1755	557
637	2430
2194	886
2681	2830
770	998
2201	2810
1522	2615
1208	1170
883	2717
1428	2721
1313	2002
2835	2667
1040	109
2725	2101
141	995
630	2669
692	1105
747	557
2760	2832
2338	995
2760	725
2664	1904
501	1044
700	2196
2730	2657
1588	558
2533	2799
653	2514
609	1325
1808	2514
1588	1519
1027	2639
1808	156
2752	2702
2725	2781
2091	246
1588	2777
954	2745
883	158
1326	2699
965	2672
631	2620
2637	2202
1215	476
1865	2119
1087	2608
1859	2623
653	2799
1290	2801
1313	886
1352	1302
1794	2769
844	1749
2783	2750
96	321
1818	2486
638	972
1366	2722
655	2636
1428	19
2257	2747
842	139
1188	1105
1614	2682
1377	575
1040	1044
2331	2411
2643	156
2194	2095
785	1490
426	886
747	2712
917	2722
2338	1054
1872	2690
2754	357
474	2759
690	2719
609	1500
1308	885
164	2807
470	1908
806	2632
1163	2799
2506	2734
2629	2636
2428	1170
1846	2239
2726	2722
162	2773
1428	2072
483	549
2658	2758
2171	847
1126	2239
2783	2831
162	1806
1579	2792
709	2077
2833	295
783	719
1517	1011
2091	886
93	533
2638	1490
2227	2800
710	2718
1188	1966
1308	2790
2475	2829
2738	2781
2651	2769
1463	683
1397	2826
1451	2825
2751	476
1768	2784
1195	1821
2311	1267
47	1267
2713	1182
965	1011
1456	2824
652	1325
625	1007
2638	2430
1818	782
1463	2301
2724	2718
2779	782
2131	2811
574	2652
1517	1429
2767	2264
1326	694
1865	2069
965	699
1290	2202
625	2700
174	2669
2630	1275
2060	1196
1309	863
1221	2699
2512	2802
2540	2703
2661	156
1491	2715
2003	2689
2752	2639
1135	843
2661	1934
116	1384
1195	558
1632	2809
1387	2062
2633	447
2596	245
1190	699
2742	2728
2060	558
1632	245
2716	782
2684	2671
2709	2647
2001	1420
2628	1
1895	963
2760	2656
501	2450
609	549
2820	2719
2676	1102
1428	2666
1282	2705
470	1138
2726	759
2194	2807
501	2707
1126	80
1612	729
2724	2624
1080	2712
64	2647
1070	725
483	1325
1428	2663
2753	2406
666	1214
2036	1077
1282	182
2475	2828
2194	2774
2813	2666
2616	166
2371	2430
1985	809
1108	1284
40	847
1108	1980
2059	2671
2764	616
2630	2062
2619	1054
2156	2607
638	2741
690	2803
141	2686
1188	729
264	1170
174	2805
2727	2729
2167	847
1128	2832
700	2792
2658	2450
2643	916
2540	2666
2821	2735
2787	2632
116	1314
1221	2406
2345	2714
123	2732
188	1500
1895	1462
748	596
2131	246
188	2668
2150	158
1190	549
116	2718
2762	725
426	1004
2751	2607
1117	2670
1675	1934
2684	182
2752	2770
111	1102
2651	782
600	1821
712	1462
666	1749
40	2610
47	2805
2361	1863
2659	1044
1195	1789
2724	1863
1675	415
1184	321
804	2406
739	995
1225	2805
1246	2776
9	109
2491	2077
2619	414
1340	2735
2058	2660
785	2430
474	995
2491	2715
2751	2653
1675	867
2248	2069
1208	2618
2818	963
747	725
962	139
2797	1302
440	1102
734	446
1061	2784
1079	28
2711	1138
1588	112
2783	2216
1612	1284
1575	683
2086	2759
600	1737
2640	1007
1654	916
692	1545
630	2703
1340	2648
2613	635
467	2807
2540	2682
2706	892
47	2609
2681	2623
2661	80
2785	2682
2730	2607
625	1966
2709	1462
2318	414
1308	1179
2311	958
426	1102
9	1429
1040	596
1755	2617
831	166
1612	2769
96	2699
483	699
2697	2514
174	1966
2644	2772
1456	2353
692	2739
770	1298
625	2810
2171	2695
2036	2622
2005	1102
1675	2741
2706	2745
2640	2719
1848	2002
2390	2337
1985	2264
1895	2731
501	2804
2345	2772
1848	2670
123	2239
64	2062
1755	2714
2785	2830
1358	2678
1224	267
1377	2766
2311	2674
1865	2617
2345	2817
621	1565
1985	2665
1313	2809
1377	2817
1872	721
1224	2825
2613	2698
1215	1077
474	1325
1895	2611
1352	2694
1517	166
93	2701
2318	1284
2833	809
783	2794
831	2653
2637	1425
2605	1284
2820	1325
1609	782
2227	2258
712	2714
2681	694
621	2609
2706	2830
2331	357
911	1054
2156	2793
2444	400
2691	2792
1848	2530
1048	528
2754	2777
483	2765
2304	2831
1814	892
2687	2733
910	476
2664	2775
2227	2652
831	2513
1117	2624
1366	2723
716	2825
1612	1044
2659	2258
2248	415
1872	2721
2247	958
2680	2667
2819	2625
637	357
2475	2763
653	662
846	1267
1093	2823
1504	1749
2185	2739
1991	2620
770	2101
1517	1138
453	273
1859	1298
1898	2827
2638	2745
2641	2733
2605	2671
2751	2761
116	2695
1225	2624
465	2537
2428	2678
2336	1693
846	892
2331	2774
468	2607
1190	2275
1428	2739
2744	1044
2771	2675
1859	2275
1387	112
1520	2621
2637	2778
1576	447
2754	863
1428	759
2596	694
1190	2791
453	415
2361	1827
1309	2761
2720	2413
2171	28
441	558
655	958
631	596
1308	2824
1612	616
1755	134
883	2652
2796	2722
738	2625
2540	2702
2754	2793
2661	490
2762	1090
684	2258
2540	2274
785	998
2664	863
949	723
2185	2699
713	2632
2751	1196
1061	2701
700	311
162	972
170	117
1397	809
1366	1170
501	1863
470	867
1872	2610
2725	567
1456	2765
716	1090
2709	2670
1290	654
1358	2702
1456	245
2185	2692
2059	2607
2746	2621
2633	356
2711	1863
1290	2621
1195	1275
1040	1004
1225	1749
2819	2080
2533	2677
1059	1300
1895	109
2	2717
2361	2689
1456	1290
2637	654
2697	1526
2634	863
666	2809
174	2530
2150	1827
2637	2669
1222	2645
2753	2732
1612	273
965	2794
1768	1105
1093	2718
1839	2794
441	1077
1377	654
1520	1429
917	2216
264	2816
466	2682
1839	2002
264	2688
1352	533
1675	2002
1246	2590
700	112
2681	2002
2201	2196
426	2101
1163	2773
2194	2745
1573	2450
2755	2072
1522	2411
1575	759
2641	1214
770	2698
2725	1749
1491	2678
1898	2757
2131	1554
630	528
1522	533
2681	2712
625	2403
738	782
1436	723
2818	2784
174	2513
2786	1649
1760	246
2058	2729
2751	2590
1768	528
2059	2788
949	2830
1315	290
2257	2610
1478	2789
2475	2831
1282	2696
712	273
2361	1940
1184	2817
2711	257
2785	2653
1108	972
738	295
133	139
2045	2722
2248	2611
917	246
2681	2700
2036	2239
1436	1863
1027	2765
1246	1462
111	147
2627	867
485	257
2716	2807
783	2791
2491	2636
1895	2662
2738	2670
377	2670
2005	1640
2247	1490
2227	2777
2090	1640
1818	2700
2090	273
2540	1672
2808	2799
1195	2794
1246	1275
2587	867
1184	2652
174	414
2821	1325
625	447
1309	2672
2710	2069
1034	2694
2813	2816
630	2274
2428	2694
1188	2274
1654	156
2247	246
2361	2670
744	721
2462	1898
2613	886
2713	295
2058	2275
747	989
625	989
1520	1182
828	415
1489	867
710	1384
111	2774
2428	1429
2742	2778
2697	476
2710	1292
1895	147
2685	2766
2796	2623
1451	1214
2771	972
2730	2639
1195	2672
1609	2717
713	1500
93	1314
856	1863
1027	2749
2725	2765
1859	616
1428	1007
2512	2620
1377	356
2796	2698
1040	2749
2730	2728
441	1934
1128	2733
979	1275
911	245
1358	2682
1428	2800
1003	2789
2428	2077
2738	156
2247	2722
1906	2817
2780	2514
485	28
2248	2829
1906	2731
1163	721
2627	2657
954	2741
1224	2695
991	257
965	2702
1517	2776
753	1908
426	321
501	972
911	1325
40	2802
1336	725
2808	2712
710	1214
716	2718
2661	2675
747	2759
2060	2781
2753	1138
2691	2678
625	721
2304	721
377	2503
2708	2705
574	2648
2716	2430
2808	699
2767	892
1632	2782
2744	1054
2227	2824
1079	182
1313	2660
1846	2406
465	2239
1326	2621
2655	843
1808	550
465	1565
2285	2777
2697	2672
770	2745
2768	2119
2641	1425
1208	2770
621	447
2058	2816
965	729
1814	759
111	2062
2	2609
2338	635
2361	2707
1522	2486
1184	2689
804	2677
1895	1384
1188	1554
1188	1153
2331	1827
1352	2717
2708	1966
2005	683
2744	1267
965	1966
2641	1196
2752	719
2003	2695
753	2758
2311	2719
1839	699
2318	134
264	2803
111	2807
2833	528
910	1640
93	2731
692	2712
1614	490
564	2763
2257	2765
2785	2624
474	2817
910	2731
1520	2775
2475	1182
2787	2734
1478	1904
2641	2632
609	2258
483	1196
174	2802
93	2669
2550	2513
21	2782
684	2639
2691	2750
1358	415
116	998
2118	2715
458	2733
1491	2772
2764	1737
116	1138
2060	2749
700	1749
1451	1102
2627	1737
2687	2702
2651	2731
621	2665
2691	1298
2764	2828
1070	2775
1126	166
1614	2677
21	967
2644	2610
772	273
1991	109
2550	1314
2651	2625
485	2802
2813	1302
174	2275
2630	1314
850	2337
1080	2800
2684	2774
979	2301
474	1490
1808	321
2681	2795
2619	1526
1397	2702
2709	967
700	2737
713	2662
1846	2784
1985	2824
2171	2794
2643	2832
2323	954
1387	2667
1224	557
1282	53
2550	2731
2783	2775
1579	1554
2706	998
483	1284
485	490
2506	1441
1087	998
162	2692
2156	182
2606	28
93	1090
2533	885
501	2615
949	2721
2725	2652
2247	989
1208	2677
1358	2674
2771	2825
1588	1284
453	958
2413	2339
2713	2774
1489	2275
574	2809
1463	2430
1135	2656
655	1298
2090	725
511	2805
2786	809
1117	635
1451	694
2638	2072
1309	321
2638	2620
123	2690
1135	2673
1768	567
108	2815
2643	2301
108	2666
831	2667
1614	2674
1195	916
1504	2823
2059	721
2697	2741
96	2705
1108	654
1985	2690
574	2770
1430	2803
1478	2733
621	246
1632	1011
911	311
1517	2800
1128	2732
911	1908
1221	2741
466	2656
1282	1821
2651	2759
2756	1425
747	2337
2687	967
1612	1138
1130	1667
692	2503
625	2806
123	2809
1588	2763
1859	1402
2710	575
846	1325
2711	2656
1463	2411
2780	2729
564	567
1430	2807
748	1863
2444	729
2818	1481
652	1284
631	2639
483	2830
1326	892
2709	809
2090	2802
653	1090
2820	2652
162	2831
1985	2095
1225	1102
2091	2801
609	2829
2630	1904
2629	2703
710	2672
2635	843
1079	2258
1504	654
2797	2694
937	2683
2587	2062
2764	2698
1848	1966
116	1934
2691	1763
2742	1077
1675	2095
2587	1554
2248	2675
1397	2666
1358	2636
2045	2486
2651	267
1579	2747
21	2800
638	635
1003	2258
1225	989
564	1500
2664	2718
1224	2072
2616	1908
1436	28
377	1966
1221	1077
1715	963
468	995
2780	2653
1366	2775
2311	2717
2756	2671
2746	2735
2059	2666
2512	1863
1839	2530
1504	2736
783	1044
2768	1214
1222	2683
2331	414
883	2801
844	158
638	967
1048	2639
1491	2696
1872	2736
2629	2782
1430	2667
747	1980
2318	1672
466	2812
1808	867
2060	2403
2710	2101
1377	2674
1614	321
979	2647
2318	1314
2687	2514
1794	2772
47	2715
9	2733
2651	2646
9	182
2834	809
2756	725
2706	2615
1184	2486
2644	1640
1504	2450
2760	575
2633	2656
2091	1500
957	2804
744	533
2045	2828
2634	53
1906	2816
1079	2825
1221	2778
1003	2829
467	2816
2764	1302
1340	1980
804	2669
1755	2807
2767	156
690	245
1225	2677
2634	1077
21	2776
1215	2002
511	2621
1184	729
2634	2816
2767	1138
1609	2788
2606	635
1003	2807
485	2002
2444	533
1839	2690
2756	2719
744	1940
453	2817
716	2673
1358	1763
2627	2683
2713	2689
979	1077
850	1102
2	1749
747	2714
501	2701
806	2669
426	721
2550	2769
440	2624
2754	1090
2821	1044
2613	2825
2834	245
2605	2822
2756	2623
96	2815
2808	2810
2834	2622
2444	321
713	1665
164	2663
2631	1384
1522	567
2725	2717
2676	1
744	1821
2606	2656
466	2721
1308	2778
2751	1490
1326	2722
2708	2699
164	2694
748	273
1070	2690
713	1737
2691	2822
1846	2677
2512	1196
2697	182
630	295
1808	2822
700	867
2796	2761
2786	1806
2664	80
2512	1980
108	2801
465	1545
1675	2830
2434	1007
465	2671
2390	2707
9	2792
713	28
2727	2750
2746	2216
1865	2610
2814	2750
2631	759
1352	2663
108	989
1573	2747
2635	2809
2684	549
738	2663
470	2450
1126	1102
458	719
700	1105
1366	2794
991	1267
725	723
716	1980
991	2830
1377	2624
600	885
2787	2119
979	721
2780	2666
1282	2826
2835	2805
1108	2772
2687	2829
747	2799
2658	1054
2506	28
1846	2817
1135	273
846	1827
2680	2721
1848	490
770	2774
2708	2430
1221	2824
2691	2514
162	2337
856	2731
2059	1545
1070	2698
2746	2667
1440	2621
1656	2145
1225	1153
441	892
1087	2486
1436	683
2257	1170
949	147
174	2624
2684	2799
1040	2080
739	1441
1839	2781
1326	2801
1715	2775
2711	2718
1336	2095
710	1425
2768	2615
2780	53
1865	2734
1609	447
2755	1196
2713	2196
1080	2802
96	267
954	2530
2059	2723
468	2663
2005	2615
1290	2822
2194	2645
653	885
692	2430
638	415
2247	2728
638	245
264	2671
1087	2695
2785	699
2713	1980
1215	2663
844	550
2724	1284
772	2072
2156	2611
1872	729
116	683
2834	1429
2428	2620
2088	2513
458	2403
440	2824
1079	729
1463	2657
2821	2119
2680	1044
1070	2831
1428	2590
1463	2765
716	886
2086	2677
655	892
2819	2670
1991	311
806	550
1675	2809
937	1284
2361	2816
2643	2778
716	1011
1281	2809
621	2769
2641	2703
2371	2774
2760	2715
164	2672
2248	2686
637	995
185	87
1093	1806
1027	2625
2185	2815
831	2095
2710	19
653	2737
2751	1011
2627	2101
1991	2196
739	1806
2783	847
2727	1105
2676	415
2318	2788
190	490
1895	729
2311	2781
188	2675
1865	843
2787	1138
139	798
1451	2704
2746	2792
2491	2683
2764	2663
2540	2800
1221	1545
716	2513
2257	2769
1336	156
2428	1940
2725	972
2659	2776
2475	1672
937	2699
1895	2623
162	2705
2131	2077
1117	1004
804	963
1675	1863
1612	1980
2167	2703
188	2824
2345	2674
1215	1821
2641	2715
40	356
465	1214
666	2196
1208	2789
2596	1153
1520	414
690	1077
2616	134
164	2688
2716	2077
738	1665
1428	654
2533	2002
1397	2822
2764	2729
2650	1463
2045	1011
2428	2793
2746	273
2150	356
2506	2665
141	2672
1872	2770
2725	2694
1117	2729
1281	2682
132	842
846	2486
2003	2662
738	147
1246	2750
141	2736
783	2802
856	2826
1768	843
564	596
2596	809
1609	2778
2764	2809
21	2773
2687	2723
93	2831
655	2782
2090	1179
1654	596
1760	1044
2751	2747
1794	2739
426	863
501	2653
1224	1425
783	2275
748	683
1379	2216
1027	2733
772	1526
2727	2639
2713	725
2751	750
1290	257
264	1526
2681	1384
501	867
2751	2801
2684	273
188	2761
2444	2062
1061	2817
911	1904
2	2739
474	2694
2331	2805
542	1314
2787	2673
2744	635
957	1077
772	1934
2060	575
2691	2729
2088	2737
2771	356
965	1441
631	2403
96	2761
2821	2072
2171	2072
1079	2620
2661	2610
2194	2353
770	2782
2687	1302
2708	1090
747	1004
1859	2721
2630	2801
2814	2590
753	2688
1818	2732
574	995
2091	2662
954	2731
2637	2590
64	2682
2345	1429
630	2811
1224	2704
2676	694
1126	1298
1108	2832
1768	1640
2716	2513
40	654
2345	19
193	2636
123	295
2533	1007
937	2750
2738	1153
2194	2700
2797	1429
190	1182
2201	2696
2780	782
501	2275
2727	843
2194	2741
2248	2688
2681	2353
2631	2703
1991	2660
2655	2735
2658	1
653	1441
2605	1908
1352	843
1440	1170
2819	723
1326	2793
655	2677
2651	2119
2664	1980
954	1170
2512	1292
2813	2669
2533	2714
1760	2080
1517	729
1609	635
2304	2802
1225	2607
2753	2815
474	2673
910	2736
116	1292
2685	809
1040	2646
1108	2718
2764	2736
1715	321
2587	2810
21	2689
2685	2772
2596	2196
772	2689
2533	1196
770	2202
2753	2816
1675	1298
1135	1904
2512	2773
2754	2069
1440	995
2819	1554
2746	2811
2711	1519
2248	782
1715	134
188	2095
2616	2077
1504	1402
1865	2811
2606	2807
440	2608
600	1940
1387	1763
2681	2647
1760	2789
957	1429
1079	2750
2629	2216
2742	1545
716	2666
9	2353
1215	2803
123	1179
2630	892
123	2353
466	2772
1489	2721
1456	2741
738	729
1755	321
2680	2747
856	1481
828	2741
1163	2743
1451	2275
1612	847
1163	1429
564	147
2185	2258
2814	1182
2756	1763
1614	2239
1309	759
1755	1260
1208	1429
2641	662
1080	1054
748	1980
965	1763
453	2705
2727	1481
2819	2714
1080	1821
1491	246
511	1940
188	2411
1190	635
2742	476
684	2623
1336	1214
1575	2784
1478	2802
1352	2774
1246	311
440	1526
709	963
2676	2700
2428	1904
2506	2778
1313	2807
1108	80
1576	2830
1126	2733
2738	1640
1208	109
2713	1090
2005	2772
949	2674
2619	2733
1491	2690
2813	2802
1163	1
458	2704
991	2274
2730	2805
2	2623
2727	2800
2631	2702
1991	2812
1290	1821
2709	2745
2709	476
2444	558
2304	1153
1397	257
141	1402
630	2537
1225	1545
1195	2728
2709	2799
2371	2743
542	2781
625	843
2762	1325
2633	415
485	447
2684	989
1163	1789
1814	567
174	2777
2630	2739
1003	2069
9	2804
2754	2610
2643	2712
678	1870
1128	1275
700	1934
1340	1292
40	2704
2371	2788
1760	2403
2780	2832
692	2775
1027	1789
856	2776
2779	1011
2644	321
753	1554
692	2747
2786	2353
1034	916
1440	2789
2754	2778
1612	885
1163	2804
1991	2719
2814	1077
2540	2264
511	1314
1184	558
190	1545
2634	2608
1340	550
2691	2694
2331	246
1358	245
2813	1182
937	1441
470	1102
2754	2608
2691	2809
785	2761
2819	1821
2630	158
1456	2826
954	2514
2814	925
1985	2119
739	1640
2641	892
666	2817
1846	2731
467	2775
2762	2666
190	719
426	2824
2798	699
666	1806
440	1980
2813	2794
2628	683
1336	2101
1609	2663
2771	1402
911	750
692	719
2742	1402
1079	156
1087	19
1340	2699
1614	2722
2655	2773
511	1519
2716	1004
1079	557
625	2486
2814	2671
1208	2824
1654	490
738	2758
911	1275
2005	321
1117	1966
965	1519
2818	1004
2651	447
2444	2686
1478	662
1846	1665
2036	400
483	2811
783	112
2587	863
1632	2791
1184	1554
2444	2618
2434	2810
123	2411
1208	2822
2768	53
2345	2698
1760	1054
1340	2514
501	2704
1715	1429
111	2773
40	867
2390	2274
2760	1196
2730	2761
2746	2620
2627	2761
713	782
2428	2669
2627	2816
1755	1500
1451	1182
637	2700
637	963
2506	847
2248	2698
637	2607
1184	662
962	798
2798	2657
638	2665
2813	2695
783	2689
2643	1214
2756	2712
2742	2698
1612	925
1215	596
47	414
1489	1004
1576	863
2631	2705
804	1490
470	892
1865	1298
2760	2750
2311	2607
2697	863
1489	2667
2462	1394
47	2794
785	2704
2338	267
2814	2486
1117	2743
474	596
2631	654
1224	2696
1715	1863
2628	2759
2331	654
2833	2258
883	2119
738	112
2390	1934
1221	2072
957	550
600	972
709	2002
783	2611
2643	1090
2311	2657
188	2830
2171	2701
2742	2747
2629	596
1906	2668
2131	2776
2086	2824
1282	2689
1340	2622
1308	2062
744	414
1358	1904
1281	1402
2248	892
1366	2072
2640	2722
1222	2353
2628	1425
2685	1904
785	2353
123	2620
2635	1138
2311	2692
1818	2095
1340	2696
2318	2621
1715	2817
1991	2747
739	2530
141	2776
2629	683
1575	1934
2641	2702
1048	2620
2444	2216
1336	2704
2813	1425
2814	2739
716	2353
2785	273
1517	1640
2706	863
458	2774
2710	2793
1491	2769
2716	2636
739	575
652	1090
2814	112
1061	158
2709	2737
2629	2741
1991	2119
542	1749
2428	2749
2059	53
2619	1763
1308	1904
2345	321
712	1789
2833	1904
2796	2784
1614	2119
2755	1863
468	1500
783	2670
2687	414
712	2069
2390	2609
2833	1138
804	1462
2819	2763
744	257
2787	2705
1308	2652
684	2648
2742	2645
96	567
2118	2639
162	1934
1512	1693
164	2653
93	2670
2331	2700
2058	2615
2630	2775
2685	2537
2727	2406
2833	750
2751	2202
1308	2702
1190	2792
2764	2781
2005	2702
564	2729
2086	616
1126	1554
2787	1298
483	2761
2813	2062
2091	156
1985	2503
2156	1665
2833	1054
846	2805
40	2721
700	963
1504	963
47	575
441	1
440	557
483	1214
2638	2069
2150	357
1222	2805
1654	2741
2744	2801
2659	2337
2676	2717
712	1545
1061	694
600	2714
2716	2703
1456	2816
2512	972
2185	2741
1814	2790
485	2607
2710	729
2616	2728
174	2403
1985	847
1489	2682
542	2080
2833	867
2651	2671
621	147
638	2704
2185	2275
653	1737
2779	1325
1093	490
1163	2741
1034	2790
40	2830
1225	1325
2371	843
1379	1044
2194	2717
40	1545
2768	925
2131	750
1456	654
1609	2301
2304	1
804	2611
2664	2722
1093	2749
1290	2072
2167	2750
47	2624
1440	2301
2338	490
1309	2698
193	1054
1087	729
1080	2826
1632	257
485	2264
957	2646
1573	2736
831	616
474	1649
2086	1640
511	2733
1224	2793
2658	2632
2687	557
600	2715
2706	2450
1588	2450
2227	2778
1126	1196
2796	2801
2491	1821
1034	2657
2786	2678
2808	2776
1522	2119
1379	2095
564	1827
2194	925
2655	321
1221	1827
2768	1275
630	112
2390	1214
1336	2608
1190	1500
2706	2700
1070	2734
965	2069
2640	2274
1808	2647
2257	1908
1859	2216
2640	321
783	533
1326	1545
2641	2646
2201	2621
1195	2513
965	2694
1991	2778
564	989
1117	2668
2338	2723
652	2825
2156	2828
2710	721
2697	2776
2762	1260
2285	2816
2491	415
2194	782
712	1260
2118	2101
2634	1170
806	2699
2661	1105
564	2773
1451	2812
2681	2216
1340	2590
844	2667
123	1267
600	998
2708	476
2644	2763
2738	2758
2659	311
753	2667
1522	2758
772	311
2091	2686
1579	2275
2606	916
1504	1007
1430	2718
2726	273
653	2789
2058	2622
1436	2815
2785	2622
2311	575
1576	1672
2227	694
2058	2704
1358	1737
2512	863
2659	257
2506	2274
1358	1102
2643	892
1895	2773
467	2450
1814	2794
470	112
2627	2805
710	2258
2613	1214
2724	867
1377	2734
1379	567
1282	2682
2613	158
2661	1138
653	109
2635	2514
1313	1763
630	2698
1313	357
2506	1153
2550	2777
785	357
1573	2777
1358	2668
2754	995
2118	2617
1768	916
692	2072
9	1153
2434	886
2619	2732
883	2337
1128	2677
1872	2824
1387	550
637	2705
2746	2672
1336	1526
2814	2789
1576	2812
1358	843
828	2590
949	2826
1379	2702
453	2503
1093	1284
2616	2632
744	549
1436	1105
1522	2750
2201	2741
2428	1302
2045	558
47	885
474	2196
2060	2733
1387	809
1061	2274
1846	1275
1309	567
806	2617
1654	356
1463	2669
2596	2202
2835	1425
2201	2611
2475	356
1027	2430
2304	2765
2185	2774
991	2673
2813	699
753	321
1808	989
806	2761
1387	1298
2834	989
2005	972
2659	2670
470	1302
2171	1267
1848	1904
162	1170
141	2802
2638	1325
1715	2699
2643	2826
1366	662
2227	2632
2764	2712
2779	2747
111	2611
739	2411
1326	2732
1576	616
1397	2301
983	2748
2798	2784
2808	2788
1859	1904
440	1863
474	2337
2640	2792
2651	2677
2090	1665
2726	1749
2606	2761
1048	1077
116	2775
2247	2275
1034	490
1070	2430
2835	2678
162	654
2304	2712
1588	557
2819	2503
2613	1966
892	2210
2131	635
1281	723
1379	2077
744	1007
1027	2695
2752	2811
1609	2800
1215	2758
511	2731
2550	2804
2638	2275
2725	2617
1451	1806
2755	158
850	2686
2641	1090
1463	2811
2676	2795
1430	2662
1430	158
2711	2759
1034	2486
123	2666
883	112
625	635
716	2822
2835	1284
2730	2647
1576	2652
2680	1011
264	400
2711	2715
638	2673
2491	2677
2257	311
1656	2149
2606	2789
2808	2811
1517	2825
842	798
111	2624
2814	2666
1576	147
2331	954
2060	892
1108	1462
2797	2653
2711	2815
2706	2403
174	2609
2088	958
1430	2656
1491	575
2684	2607
2744	1462
965	2765
2248	1182
2371	2689
564	963
2587	1934
2716	2732
652	2732
991	2763
2638	2645
655	1821
2533	967
466	476
2783	2672
2185	662
2753	1425
2	2712
2156	1640
96	1275
1281	567
2744	2766
2755	2731
1573	2663
1808	2723
1061	2717
2629	2758
2726	2699
1126	2815
1522	400
2808	2829
2651	2741
141	2743
1430	2673
2786	2807
1573	2707
2819	2825
609	1640
1588	1429
1818	28
2708	356
828	2826
2156	1940
655	2825
770	2692
1654	2674
2644	1292
1048	2337
468	558
1985	156
2711	2677
772	147
1579	2722
2150	1904
1760	723
748	2672
2687	490
264	2801
2687	1806
2755	109
637	1179
2760	2805
2730	2823
2821	2772
783	2625
2779	447
1190	2673
2605	2823
600	2698
297	1512
712	1402
2629	2430
2821	729
466	925
1579	662
1313	2239
1093	1980
162	2782
965	2301
653	2668
2814	2406
1040	1011
2783	2689
2798	112
2533	1292
465	2258
174	2816
690	2690
911	1170
2201	2636
2808	2715
828	2788
2835	1153
1079	750
2003	2002
2655	759
2118	2799
1517	2805
1208	2735
785	2677
2738	2202
1352	19
1290	2806
1517	2646
2613	1077
1614	2196
2754	2663
1093	2663
2361	2648
1135	1441
2834	1481
2697	2737
1282	694
1517	721
2058	257
1588	182
485	2682
2185	1179
1985	2810
949	2759
1760	1429
2194	719
1224	2803
2644	2653
2691	528
1520	109
2550	2537
1430	2514
2059	2772
468	2610
164	1138
2257	2646
2090	2741
1108	1153
2619	1384
1814	2741
